,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult,positivity
8473,615008322433699,https://www.facebook.com/ads/archive/render_ad/?id=615008322433699&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Forcing insurance companies to rewrite their contracts to pay for economic recovery could make it harder for D.C. businesses to get insurance in the future. Make sure your future is protected. Tell the D.C. Council to oppose this harmful proposal.,Securing Our Future,6999,USD,199,0,0,0,0
8482,599613587317792,https://www.facebook.com/ads/archive/render_ad/?id=599613587317792&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Debido al COVID-19, todos los votantes son elegibles para VOTAR POR CORREO en las elecciones primarias del 23 de junio.

Solicite una papeleta de voto ausente aquí → https://vote.nyc/page/absentee-voting 

Todos los neoyorquinos recibirán una solicitud para una papeleta de voto ausente con franqueo pagado. Envíe esta solicitud por correo electrónico, fax o correo postal antes del 16 de junio y marque el encasillado que dice “enfermedad temporal”.

Quédese en casa. Manténgase seguro. Ejerza el voto ausente.",Team Aubry,999,USD,99,0,0,0,0
8484,551324755570844,https://www.facebook.com/ads/archive/render_ad/?id=551324755570844&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"🚨 ULTIMA HORA 🚨 ¡Ahora usted puede solicitar una papeleta de voto ausente en línea! TODOS los neoyorquinos son elegibles para ejercer el voto ausente. Solicite una papeleta aquí→
https://vote.nyc/page/absentee-voting

El estado de Nueva York también les enviará por correo a todos los votantes una solicitud para una papeleta de voto ausente para las primarias del 23 de junio. Marque el encasillado que dice “enfermedad temporal” y envíe su papeleta por correo electrónico, fax o correo postal antes del 16 de junio.

Evite las multitudes del Día de las Elecciones. Ejerza el voto ausente.",Team Aubry,999,USD,99,0,0,1,0
8485,643132749608769,https://www.facebook.com/ads/archive/render_ad/?id=643132749608769&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Votante de Queens: ¡Usted es elegible para votar por correo debido al COVID-19! Solicite su papeleta de voto ausente aquí → https://vote.nyc/page/absentee-voting 

También recibirá una solicitud para una papeleta de voto ausente en el correo. Marque el encasillado que dice “enfermedad temporal” y envíe su solicitud para una papeleta de voto ausente por correo electrónico, fax o correo postal antes del 16 de junio.

Quédese en casa. Manténgase seguro. Ejerza el voto ausente.",Team Aubry,999,USD,99,1,0,1,0
8516,662140441297504,https://www.facebook.com/ads/archive/render_ad/?id=662140441297504&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Analyze the Data!
Face Your Fear!
Save America - let’s return to work (safely)!
~John Reid",The John Reid Show WRVA,999,USD,99,0,0,0,1
8566,690157884889547,https://www.facebook.com/ads/archive/render_ad/?id=690157884889547&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Incredibly, in this COVID-19 economic crisis, County Council proposed a 17% sales tax hike, which I spoke strongly against. My thanks to Bill Hills for his kind letter to the editor in the Coastal Observer recognizing my efforts against the tax hike. From his letter:

“The truth is that due to the pandemic this is no time to consider this sales tax and for several reasons.

...This is the lack of leadership that we have come to expect on County Council and it comes at a very bad time.

I can tell you this, if Bob Anderson had been on County Council throughout this, we wouldn’t be in this position.” -- Bill Hills",Bob Anderson for Georgetown County Council,999,USD,99,0,0,1,0
8572,256407752226735,https://www.facebook.com/ads/archive/render_ad/?id=256407752226735&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Links from Video:

State of NJ COVID-19 resources: https://covid19.nj.gov/

County of Monmouth COVID-19 resources: https://co.monmouth.nj.us/page.aspx?ID=5012&mode=1

NJ Long Care Center Cases: 
https://www.state.nj.us/health/healthfacilities/

CDC Frequently Asked Questions: https://www.cdc.gov/coronavirus/2019-ncov/faq.html

Spring Lake Heights Swift Reach Registration: https://portalv4.swiftreach.com/portal.aspx?c=200383",Borough of Spring Lake Heights,999,USD,99,0,0,0,1
8580,532757417342942,https://www.facebook.com/ads/archive/render_ad/?id=532757417342942&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Would you risk your life to save a life - every single day? Homecare workers are putting their lives on the line to stop COVID-19. They deserve our respect - and fair crisis pay for the risks they’re taking.,SEIU,999,USD,99,0,0,0,0
8581,166726271437215,https://www.facebook.com/ads/archive/render_ad/?id=166726271437215&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I have worked as a home health aide for most of my life. Before COVID-19, I spent 35 hours a week looking after a 72-year-old woman who needs an oxygen tank and depends on  me for help with all her basic needs. I am her hands and feet. I pick up her medicines and go to the supermarket for her. 

Last week, the NYC Mayor’s office delivered PPE to my agency. Before that, I had to use the same mask for a week and ran out of hand-sanitizer. Now, I’ve been able to take on another home care client – a 30-year-old man who suffers from epilepsy and autism – and I’ve begun working nights as a Certified Nursing Assistant at my local hospital, Richmond University Medical Center in Staten Island, NY. 

As a single mother of two children aged 16 and 20, who currently live with me, my kids motivate me to work. I’m originally from British Guyana and have made NYC my home for the last 30 years. Before the pandemic, I was using my union benefits to study to become a Patient Care Technician and eventually a nurse. But all that is on hold now, until the crisis is over. - Vishally, New York City",SEIU,999,USD,99,0,0,1,1
8582,277317610070442,https://www.facebook.com/ads/archive/render_ad/?id=277317610070442&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Florida, this is why we pay taxes. Our state is on the frontline battling COVID-19 every day. We know which communities need more PPE, and where cases are decreasing. It’s time to demand more funding from Washington, D.C. for our state, to support those who need it most.",SEIU,2999,USD,199,1,0,1,0
8584,2549808621790873,https://www.facebook.com/ads/archive/render_ad/?id=2549808621790873&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I live with my husband and three adult sons. It used to take me 40 minutes on the subway to reach my 75-year-old client in Upper Manhattan. It is too risky to take the train these days, so instead I take two buses, which takes me 90 minutes each way. That journey is on top of the 12-hour-shifts I do four days a week to make ends meet. What I’m earning is certainly not enough for me to take a taxi. 

I immigrated to New York City from the Dominican Republic eight years ago and am largely the only one supporting my family of five. Not only do I have to find money for my own masks and disposable gloves, I also have to provide protective equipment for my client when I take him to the doctor. 

I know the virus is everywhere -- in the pharmacy, the supermarket, wherever you go outside your home. My 24-year-old son recently found work cleaning and disinfecting common areas of buildings; work that also exposes him and the rest of my family to the virus. So far everyone is safe, but we just don’t know when this will end. No one knows. - Fatima, Bronx",SEIU,999,USD,99,0,0,0,1
8585,227055435260360,https://www.facebook.com/ads/archive/render_ad/?id=227055435260360&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Start this summer out RIGHT 🇺🇸
Get free shipping with code “FREESHIP”
Shop Today ➔ https://bit.ly/3fPB7TZ",Shield Republic,999,USD,99,0,0,0,0
8586,2885421894887777,https://www.facebook.com/ads/archive/render_ad/?id=2885421894887777&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Are you ready for summer?
Use code “SHIELD25” for 25% OFF!
Shop Today ➔ https://bit.ly/3fPB7TZ",Shield Republic,999,USD,99,0,0,0,0
8589,1314230815634131,https://www.facebook.com/ads/archive/render_ad/?id=1314230815634131&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"It seems those in charge weren’t prepared for this or know what’s going to happen next.

I have cared for many over the last twenty years; first as a certified nursing assistant and most recently as a personal care attendant for my parents. Being in home care, it can be isolating. This is a role that many have looked down on. 

I am constantly reminded that this is not a “job.” They are right. Not everyone can be a caregiver, it takes a special set of skills to care for people with disabilities and seniors. It is an honor to be able to find someone who is able to care for your parent, grandparent, or child. We play a special role in their lives that deserves respect. 

During this crisis, I continue to focus on caring for my parents and those who have become like family despite the uphill battle we face. I am taking all of the necessary precautions to keep me and them safe, but I do need access to protective gear. My life and those I care for matter. 

Home care workers should not be facing a shortage of materials when we work with an immunosuppressed population. As we navigate forward, my biggest concern remains the uncertainty. The uncertainty impacts me and those I care for. I hope the federal government does what it needs to do to protect healthcare and home care workers now and in the future. - Milka,  Boston",SEIU,999,USD,99,0,0,0,0
8591,3197463960347967,https://www.facebook.com/ads/archive/render_ad/?id=3197463960347967&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Massachusetts, this is why we pay taxes. Our state is on the frontline battling COVID-19 every day. We know which communities need more PPE, and where cases are decreasing. It’s time to demand more funding from Washington, D.C. for our state, to support those who need it most.",SEIU,2999,USD,199,1,0,1,0
8592,231947301583035,https://www.facebook.com/ads/archive/render_ad/?id=231947301583035&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Find something NEW at Shield Republic
Save 25% with code SHIELD25
SHOP NOW → https://bit.ly/3fPB7TZ",Shield Republic,1999,USD,99,0,0,0,0
8594,303373533990718,https://www.facebook.com/ads/archive/render_ad/?id=303373533990718&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"New Jersey, this is why we pay taxes. Our state is on the frontline battling COVID-19 every day. We know which communities need more PPE, and where cases are decreasing. It’s time to demand more funding from Washington, D.C. for our state, to support those who need it most.",SEIU,999,USD,99,1,0,1,0
8598,236743307745883,https://www.facebook.com/ads/archive/render_ad/?id=236743307745883&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Maryland, this is why we pay taxes. Our state is on the frontline battling COVID-19 every day. We know which communities need more PPE, and where cases are decreasing. It’s time to demand more funding from Washington, D.C. for our state, to support those who need it most.",SEIU,2999,USD,199,1,0,1,1
8620,474603626641932,https://www.facebook.com/ads/archive/render_ad/?id=474603626641932&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"New York, this is why we pay taxes. Our state is on the frontline battling COVID-19 every day. We know which communities need more PPE, and where cases are decreasing. It’s time to demand more funding from Washington, D.C. for our state, to support those who need it most.",SEIU,999,USD,99,1,0,1,0
8651,604342386832809,https://www.facebook.com/ads/archive/render_ad/?id=604342386832809&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I couldn’t be prouder to have earned the endorsement of Support Jeffco Kids! An organization dedicated to preserving our neighborhood public schools, standing up for our teachers and fighting for our kids education.",State Representative Monica Duran,999,USD,99,0,0,0,0
8652,276985277036435,https://www.facebook.com/ads/archive/render_ad/?id=276985277036435&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Our freedoms and liberties were bought at the high price of the blood of the founding fathers.  I will not just sit back and let them be stripped from us.  John Jacob, District 93, running for Republican State Representative.",John Jacob For State Representative,999,USD,99,0,0,0,0
8653,533995293959824,https://www.facebook.com/ads/archive/render_ad/?id=533995293959824&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Elect Caryn Siperstein for Palm Beach County Circuit Court Judge, Group 30.
VOTE AUGUST 18, 2020.",Caryn4judge,999,USD,99,0,0,0,0
8654,2717000425283618,https://www.facebook.com/ads/archive/render_ad/?id=2717000425283618&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I wanted to take a moment to honor our fallen peace officers during this #NationalPoliceWeek. While we may not be able to celebrate their lives in person this year, we can honor them at home with a moment of silence. 

Help us honor our men and women in blue by COMMENTING with a blue heart emoji below! 💙",Rob Hardwick for Sheriff,999,USD,99,1,0,0,1
8661,235104137820443,https://www.facebook.com/ads/archive/render_ad/?id=235104137820443&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Senator Tim Scott (R-SC) said it perfectly yesterday: “We are too often presented with a false dichotomy: either saving our economy or saving lives.”

He was talking with Dr. Anthony Fauci during a Senate hearing, and what Sen. Scott said was exactly right. Those who believe preventative measures should never have been taken are ignoring the immeasurable toll that would have had on human lives and our healthcare systems. I believe that’s an extremist point of view.

Equally extreme, in my opinion, are those who claim that now is not the time to consider safe steps towards re-opening our economy.  This viewpoint ignores the likelihood of CATASTROPHIC economic damage and widespread poverty, as countless economists have predicted will happen if we can’t find a way to safely get Americans back to work.

THESE ARE BOTH FALSE CHOICES.  It is NOT government overreach to take precautionary measures based on data and medical expertise. Nor is it somehow “reckless” to look at calculated, reasonable steps to re-open South Carolina and our nation.

From the start of this pandemic, the partial shutdown of our economy and stay-at-home recommendations were ALWAYS meant to be temporary. The objectives have never changed: (1) “flatten the curve” to keep our healthcare systems from becoming overwhelmed, and (2) give our nation time to ramp up its response efforts.

All things considered, South Carolina has done quite well so far. In fact, as Dr. Fauci told Sen. Scott today, our state has “put things in place that I think would optimize your capability of reopening.” He went on to say, “I almost want to clone that and make sure other people hear about that and see what [South Carolina has] been doing.”

So when we talk about re-opening our economy here in South Carolina and across the nation, we need to hold to account people who intentionally lie about what that really means, or use scare tactics for cheap political points. Only to the uninformed does the term “re-open” mean things like forced gatherings, or lessening our prevention efforts, or leaving those who are vulnerable out to fend for themselves.

Instead, when we talk about plans for re-opening, this is what it includes:

✅ We should continue working to protect those most at risk. (e.g. elderly, those with underlying health concerns, etc.)

✅ We should continue our extraordinary efforts to ramp up testing and tracing.

✅ We should continue to reinforce the healthcare facilities throughout our state.

✅ Development of both vaccinations and therapies is already happening at a breakneck speed.

✅ We should continue efforts to help businesses weather this storm, like the EIDL and PPP programs, without being bogged down in efforts to “restructure things to fit our vision.”

✅ We should continue to refine and improve the guidance and resources that employees and employers need to help keep their workplaces safe.

✅ We should continue to encourage remote work whenever it’s possible and practical.

✅✅✅ And when data and medical guidance indicate it’s reasonably safe to do so, we should gently move forward, step by step, evaluate the data to see what happens, and then go from there.

In other words, exactly what South Carolina has been doing. Thank you, Dr. Fauci, for recognizing this and pointing it out to the nation.",Rep. Ralph Norman,24999,USD,199,0,0,0,0
8663,693787087829800,https://www.facebook.com/ads/archive/render_ad/?id=693787087829800&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Elect Caryn Siperstein for Palm Beach County Circuit Court Judge: To Make A Difference!
VOTE AUGUST 18, 2020.",Caryn4judge,999,USD,99,0,0,0,0
8668,230657841565032,https://www.facebook.com/ads/archive/render_ad/?id=230657841565032&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Thank you to the Patch for its special spotlight on 74-year-old Marilyn Register.

Ms. Register works in customer service in Plant City and has demonstrated enormous commitment to her work as an essential staff member during COVID-19. Thank you, Ms. Register, for your dedication to helping residents get their essential goods during this difficult time!","Nate Kilton, Plant City Commissioner",999,USD,99,1,0,0,1
8669,288410498853063,https://www.facebook.com/ads/archive/render_ad/?id=288410498853063&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I am honored to have the support and endorsement of Chief York. Although we come from different sides of the aisle, he always valued my input. His trust in me is appreciated.
#SD16
#rhoades4senate",Tom Rhoades for State Senate,5999,USD,99,0,0,0,1
8670,266061334521336,https://www.facebook.com/ads/archive/render_ad/?id=266061334521336&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Our Second Amendment rights are non-negotiable. I will continue to fight to uphold all our Constitutional rights!,Karin Foster,999,USD,99,0,0,0,1
8671,527797454569719,https://www.facebook.com/ads/archive/render_ad/?id=527797454569719&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Our economy is broken and it will take someone with private sector experience to get it going again. #SmallBusinessOwner,Karin Foster,999,USD,99,1,0,1,1
8672,240221493967954,https://www.facebook.com/ads/archive/render_ad/?id=240221493967954&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I am a business owner, mom, attorney, and former criminal prosecutor who is ready to build a better New Mexico. #Republican",Karin Foster,999,USD,99,0,0,0,1
8679,3081025095252291,https://www.facebook.com/ads/archive/render_ad/?id=3081025095252291&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"THE PEOPLE: KNOCK, KNOCK!!!...

Janet Mills: Who's there?",Dale Crafts,3999,USD,99,0,0,0,0
8680,560994071514407,https://www.facebook.com/ads/archive/render_ad/?id=560994071514407&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"#TBT: THEY HIDE THINGS FROM US: ""The inability of the state to make pension payments will have a catastrophic impact...""

Last year, our state legislators in BOTH parties voted to give state judges a HUGE salary hike and pension hike - many of whom are already collecting both at the same time.

For powerful legislators who are lawyers like Liberal Jay Lucas, Luke Swamp Rat Rankin and Murrell Smith, it's a sweet money-making scam.

Also thanks to Statehouse politicians, this scam has blown a $100 million hole in the already mismanaged, debt-ridden state employee pension system.

Some experts say the pension system is $80 billion (with a ""b"") in the hole.

So what happens if the state employee pension system can't make - or falls short - on payouts?

According to the state Constitution, it could all South Carolinians pay an automatic, unlimited PROPERTY TAX HIKE until the debt is paid off.

State legislators used our money to payoff the judges the appoint.

Now we could be picking up the tab. 

Sad!",Freedom Action Network of South Carolina,999,USD,99,0,0,0,0
8681,235311331243117,https://www.facebook.com/ads/archive/render_ad/?id=235311331243117&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Elect Caryn Siperstein for Palm Beach County Circuit Court Judge, for Positive Change!
VOTE AUGUST 18, 2020.",Caryn4judge,999,USD,99,0,0,0,0
8687,848292239005318,https://www.facebook.com/ads/archive/render_ad/?id=848292239005318&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The 2nd Amendment and Hendricks County.,Emery for Hendricks County Commissioner,1999,USD,99,0,0,0,0
8694,723932551758978,https://www.facebook.com/ads/archive/render_ad/?id=723932551758978&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"We represent wards 3, 4, 5, and 7 and are running to be delegates for Biden at the DNC. Sign up for your ballot before May 15. .
.
.
.
.
.
.
.
#NextGenDems4Biden #BlueWave #JoeBiden #TakeBacktheWhiteHouse #YoungDemocrats #DNCDelegate #NextGenerationDemocratsforBiden",Next Generation Democrats for Biden slate,999,USD,99,0,0,0,0
8695,271315594271976,https://www.facebook.com/ads/archive/render_ad/?id=271315594271976&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Vote Corina Garay, Zachary Israel, Jennifer Blemur, Krysten S. Thomas, Noah Wills and Walter Peacock for DNC DC district delegate!
.
.
.
.
.
.
#BlueWave #JoeBiden #NextGenDems4Biden #DCStatehood #51stState #MillennialDemocrats #DelegateElections #DemocraticNationalConvention",Next Generation Democrats for Biden slate,999,USD,99,0,0,0,0
8697,175237843807241,https://www.facebook.com/ads/archive/render_ad/?id=175237843807241&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Great afternoon to be out waving our signs!,Joe Costolnick for Clerk of Superior Court,1999,USD,99,0,0,0,1
